ID,Date,Amount
590,2024-02-08,883
732,2024-04-08,483
1260,2024-05-19,830
420,2024-01-19,379
972,2024-02-24,153
1676,2024-05-02,279
576,2024-02-27,688
755,2024-04-07,486
1165,2024-05-10,288
1619,2024-03-21,398
572,2024-05-30,763
1335,2024-03-12,331
1676,2024-05-17,385
571,2024-07-17,965
1595,2024-06-15,47
1526,2024-01-21,463
175,2024-04-26,344
1363,2024-06-26,476
1114,2024-02-20,829
1458,2024-01-17,733
1500,2024-04-10,160
57,2024-05-12,50
1225,2024-03-17,426
1187,2024-06-22,8
1280,2024-04-08,741
280,2024-06-28,374
1408,2024-03-12,778
483,2024-05-09,139
1252,2024-02-01,900
1731,2024-06-27,218
1121,2024-05-16,301
155,2024-03-14,489
1754,2024-06-04,341
790,2024-06-22,892
1547,2024-01-22,759
458,2024-03-06,638
1257,2024-06-05,157
1157,2024-05-29,207
1663,2024-02-27,706
1027,2024-01-29,786
919,2024-02-06,208
1001,2024-06-26,904
1541,2024-06-17,403
1802,2024-01-25,794
443,2024-06-04,29
1096,2024-04-19,475
1635,2024-06-05,963
1126,2024-06-25,372
734,2024-03-14,83
1932,2024-06-19,513
401,2024-03-28,436
935,2024-04-06,707
1259,2024-07-10,334
715,2024-05-11,174
253,2024-04-06,582
709,2024-01-19,410
57,2024-04-22,764
891,2024-05-24,706
1290,2024-01-08,944
1174,2024-05-19,644
1050,2024-05-28,615
409,2024-07-27,123
367,2024-01-06,713
484,2024-02-08,339
1261,2024-07-04,270
1327,2024-01-05,833
18,2024-04-22,151
472,2024-01-15,511
1508,2024-02-15,548
998,2024-03-12,370
1112,2024-06-30,652
1806,2024-03-31,681
714,2024-03-28,749
1031,2024-06-14,347
617,2024-01-12,878
1477,2024-05-19,325
35,2024-01-25,932
438,2024-06-23,756
1689,2024-04-29,520
1379,2024-06-13,113
6,2024-01-04,237
1237,2024-02-07,397
181,2024-02-14,618
1344,2024-03-27,457
616,2024-04-03,888
567,2024-05-04,999
1980,2024-05-09,966
816,2024-06-27,807
21,2024-03-05,376
1314,2024-03-19,731
460,2024-02-01,781
107,2024-05-11,136
1964,2024-02-16,216
321,2024-02-03,748
1671,2024-04-06,435
1017,2024-02-24,954
53,2024-03-19,797
447,2024-07-03,730
866,2024-05-02,250
76,2024-04-10,226
1467,2024-03-04,947
1581,2024-05-24,936
470,2024-02-18,814
1001,2024-01-24,842
1994,2024-04-09,576
1861,2024-07-11,283
161,2024-01-19,391
669,2024-05-12,141
1809,2024-05-04,865
338,2024-01-19,452
947,2024-03-16,569
832,2024-03-25,896
1264,2024-05-03,268
1664,2024-04-26,801
1846,2024-03-23,399
1946,2024-07-24,164
1727,2024-03-02,486
1682,2024-05-10,946
1435,2024-06-04,331
1301,2024-02-28,997
911,2024-05-26,388
1045,2024-01-08,296
1719,2024-07-03,738
1218,2024-03-15,943
443,2024-05-05,628
1328,2024-01-17,220
1561,2024-04-14,955
1851,2024-03-22,930
1680,2024-02-19,5
1438,2024-07-06,100
1562,2024-01-18,912
1935,2024-02-09,860
1617,2024-03-12,614
1612,2024-07-05,635
1092,2024-04-28,864
361,2024-02-03,932
1670,2024-05-14,829
1913,2024-05-13,926
1455,2024-05-23,597
958,2024-02-20,448
1419,2024-06-24,576
1509,2024-04-13,136
214,2024-01-21,954
469,2024-03-31,344
1795,2024-03-17,191
458,2024-06-08,423
1613,2024-01-25,704
351,2024-02-04,267
1935,2024-01-12,274
790,2024-03-17,248
1361,2024-06-06,255
380,2024-01-20,300
265,2024-05-31,533
1436,2024-07-07,990
489,2024-01-06,354
352,2024-05-21,131
461,2024-06-17,749
411,2024-06-28,744
1345,2024-07-06,890
321,2024-06-29,640
1547,2024-06-28,51
1844,2024-05-01,818
479,2024-06-01,650
583,2024-01-10,608
223,2024-06-20,827
911,2024-05-03,213
173,2024-05-02,814
1859,2024-05-03,615
43,2024-02-07,284
626,2024-01-04,930
1631,2024-01-22,329
163,2024-03-18,158
1648,2024-05-11,809
1386,2024-04-29,694
594,2024-01-16,916
1234,2024-01-15,806
1117,2024-07-09,44
168,2024-02-04,106
391,2024-03-19,380
1545,2024-01-26,573
412,2024-06-08,808
251,2024-03-22,26
15,2024-05-16,179
87,2024-06-13,273
943,2024-06-03,751
21,2024-02-15,47
1041,2024-05-31,442
1598,2024-05-30,534
1841,2024-05-07,698
1974,2024-03-10,487
467,2024-04-14,278
1749,2024-02-26,995
1081,2024-05-03,793
1197,2024-01-16,491
210,2024-05-24,156
1301,2024-04-20,323
687,2024-02-05,636
47,2024-01-10,263
567,2024-04-18,438
849,2024-03-11,890
1013,2024-03-13,951
1889,2024-01-09,288
1281,2024-07-02,744
694,2024-04-23,260
409,2024-01-23,680
701,2024-01-03,460
1695,2024-04-06,565
1652,2024-01-15,738
707,2024-04-15,888
881,2024-07-05,716
975,2024-04-30,155
1583,2024-01-29,156
1820,2024-04-22,705
1072,2024-04-23,325
759,2024-01-23,835
1669,2024-03-04,806
1860,2024-07-22,162
1641,2024-06-03,270
1241,2024-01-05,694
1672,2024-02-16,648
886,2024-07-18,721
549,2024-03-15,743
1138,2024-05-25,292
507,2024-03-16,672
1274,2024-01-29,152
1502,2024-03-21,31
461,2024-02-15,671
765,2024-01-05,410
234,2024-05-31,618
1582,2024-06-17,231
1874,2024-06-10,876
674,2024-01-10,789
1229,2024-01-24,794
1213,2024-03-22,245
1500,2024-06-21,98
935,2024-05-29,68
1153,2024-03-28,541
1917,2024-03-22,510
1594,2024-03-08,313
1395,2024-06-10,43
292,2024-06-04,38
245,2024-05-12,655
356,2024-06-06,677
955,2024-05-28,830
567,2024-05-03,136
1402,2024-02-12,143
129,2024-04-17,163
587,2024-03-12,186
945,2024-05-29,838
1133,2024-04-08,840
1972,2024-07-20,999
203,2024-04-18,843
1224,2024-05-16,452
193,2024-02-12,446
1087,2024-01-01,16
1108,2024-03-06,39
1034,2024-07-21,137
710,2024-05-07,34
1320,2024-03-29,358
279,2024-03-17,52
1678,2024-03-09,399
435,2024-05-11,434
1505,2024-03-09,997
369,2024-01-26,840
1736,2024-05-18,809
1324,2024-03-08,511
1183,2024-04-14,985
1052,2024-05-07,762
373,2024-07-20,146
1138,2024-01-30,185
88,2024-03-22,761
1109,2024-05-10,259
1638,2024-04-10,272
1698,2024-01-06,855
1099,2024-01-09,88
505,2024-02-03,864
851,2024-05-02,929
1659,2024-01-06,270
629,2024-06-22,823
1814,2024-02-09,303
777,2024-03-17,127
990,2024-07-05,384
955,2024-02-25,592
29,2024-04-16,527
893,2024-04-26,758
791,2024-05-23,446
42,2024-03-26,720
657,2024-03-08,532
70,2024-03-07,857
1117,2024-05-19,850
1142,2024-05-04,878
1435,2024-01-12,481
1742,2024-04-14,919
767,2024-02-14,276
719,2024-04-21,584
315,2024-06-25,261
64,2024-04-26,84
1912,2024-06-02,916
297,2024-07-09,662
1443,2024-01-31,34
1948,2024-07-21,159
373,2024-07-27,511
1590,2024-01-04,494
1737,2024-01-30,771
1164,2024-06-20,677
1649,2024-01-24,905
1949,2024-04-04,258
1230,2024-04-28,213
1726,2024-02-03,53
1796,2024-04-09,679
1077,2024-04-22,968
1353,2024-03-07,756
592,2024-01-13,42
751,2024-03-16,258
1907,2024-06-23,243
234,2024-07-09,525
1143,2024-02-16,266
567,2024-03-06,698
782,2024-06-04,549
240,2024-05-21,924
1985,2024-03-21,308
468,2024-06-20,734
1319,2024-04-29,710
835,2024-03-10,201
1064,2024-04-26,118
1506,2024-01-01,905
1509,2024-04-15,508
1065,2024-03-28,787
643,2024-05-05,485
203,2024-02-09,713
688,2024-01-16,175
481,2024-06-08,750
1825,2024-02-28,337
1282,2024-07-07,732
944,2024-04-03,314
1746,2024-07-14,994
1880,2024-05-03,726
274,2024-02-18,68
1021,2024-03-04,343
77,2024-01-22,18
396,2024-02-20,247
1895,2024-05-25,351
1456,2024-02-12,721
1781,2024-07-09,429
294,2024-05-20,423
863,2024-02-02,814
1267,2024-02-05,944
667,2024-02-21,401
1774,2024-05-23,463
1028,2024-07-12,525
151,2024-01-27,107
201,2024-01-13,808
436,2024-02-05,950
225,2024-02-03,354
1924,2024-05-30,510
248,2024-05-13,799
1985,2024-05-27,526
557,2024-05-21,605
680,2024-03-26,807
1968,2024-02-19,754
40,2024-05-25,526
1460,2024-04-20,573
418,2024-06-18,386
57,2024-02-20,380
116,2024-03-23,242
1855,2024-03-24,248
1458,2024-06-07,61
200,2024-02-02,830
216,2024-02-18,626
153,2024-04-21,988
215,2024-05-29,365
1791,2024-02-11,618
1572,2024-05-15,379
649,2024-05-30,911
746,2024-02-12,285
1496,2024-05-14,177
1488,2024-02-19,693
1066,2024-01-04,957
1173,2024-01-20,887
300,2024-06-12,9
960,2024-06-30,966
591,2024-07-05,480
430,2024-01-04,306
238,2024-07-19,2
1343,2024-02-20,506
1443,2024-02-26,445
732,2024-07-18,565
1813,2024-02-08,205
1537,2024-01-07,906
1015,2024-07-19,558
1882,2024-01-06,614
190,2024-03-25,811
1935,2024-01-09,264
146,2024-04-11,591
191,2024-05-24,805
1848,2024-02-05,889
190,2024-05-28,355
530,2024-01-02,950
56,2024-03-06,897
1444,2024-02-04,93
936,2024-06-27,323
872,2024-06-13,808
873,2024-05-04,437
176,2024-06-19,414
259,2024-03-20,405
1724,2024-03-18,926
1226,2024-04-22,129
943,2024-01-30,150
1278,2024-06-19,615
641,2024-05-04,38
1882,2024-06-24,338
39,2024-03-12,347
1846,2024-03-25,24
234,2024-07-06,69
36,2024-04-09,66
1162,2024-06-06,846
861,2024-04-13,419
25,2024-01-18,473
289,2024-07-23,177
1529,2024-01-28,253
1801,2024-06-26,404
257,2024-05-23,198
1670,2024-04-04,988
155,2024-02-25,101
392,2024-01-26,734
220,2024-02-02,323
89,2024-06-29,58
86,2024-06-03,853
1871,2024-07-28,740
878,2024-07-17,919
985,2024-02-20,899
1603,2024-02-16,152
511,2024-04-13,208
1948,2024-07-10,365
1420,2024-07-23,999
1963,2024-03-14,391
1045,2024-03-29,932
567,2024-07-27,894
702,2024-02-01,683
1354,2024-05-17,87
1975,2024-07-22,671
1754,2024-06-29,562
841,2024-06-25,392
1584,2024-07-11,60
477,2024-04-08,119
141,2024-04-28,133
481,2024-02-19,839
1131,2024-03-21,873
1240,2024-01-07,837
1776,2024-01-11,921
728,2024-04-06,208
1346,2024-06-29,831
1010,2024-01-22,948
535,2024-02-24,861
1063,2024-04-08,369
1916,2024-05-07,676
1909,2024-07-28,48
1797,2024-02-25,795
251,2024-06-20,525
1018,2024-03-12,864
1200,2024-03-14,240
1009,2024-05-01,831
16,2024-03-25,278
1895,2024-02-15,558
1153,2024-01-01,175
192,2024-01-21,234
1042,2024-04-07,75
1746,2024-06-06,640
872,2024-07-27,214
170,2024-01-15,282
676,2024-01-30,836
154,2024-04-08,673
1987,2024-06-23,349
678,2024-01-26,345
1836,2024-05-14,78
134,2024-06-30,720
1224,2024-01-04,662
1913,2024-06-19,822
1222,2024-07-09,128
234,2024-06-03,690
27,2024-05-24,761
1691,2024-02-11,874
1658,2024-03-31,81
153,2024-03-05,50
951,2024-01-07,528
1158,2024-07-02,655
100,2024-01-16,450
446,2024-03-01,500
1321,2024-06-29,544
1181,2024-01-08,1
1829,2024-01-04,770
171,2024-06-17,600
253,2024-06-14,9
1072,2024-04-24,258
729,2024-05-23,436
563,2024-01-30,379
771,2024-01-09,120
108,2024-03-20,725
668,2024-05-05,265
66,2024-05-24,891
1674,2024-07-03,173
908,2024-03-31,607
80,2024-05-04,417
98,2024-01-04,904
1881,2024-01-20,377
256,2024-02-22,821
197,2024-05-25,376
172,2024-05-29,307
163,2024-04-15,469
334,2024-03-25,203
1434,2024-02-11,998
860,2024-01-29,432
1414,2024-03-31,61
183,2024-07-17,30
572,2024-05-27,398
601,2024-03-27,282
1426,2024-01-21,822
447,2024-02-02,6
1215,2024-03-14,627
1899,2024-05-15,271
1338,2024-05-15,340
1541,2024-06-25,49
1699,2024-04-28,277
159,2024-05-21,616
288,2024-01-04,828
1328,2024-02-11,340
275,2024-01-05,900
59,2024-02-11,709
1510,2024-03-29,346
1092,2024-03-13,488
1972,2024-02-09,151
1327,2024-03-30,331
322,2024-05-03,312
1650,2024-04-26,542
1780,2024-07-11,467
439,2024-03-11,371
1767,2024-07-23,815
406,2024-02-29,304
433,2024-01-26,751
566,2024-05-17,102
1725,2024-01-13,860
1858,2024-02-23,164
696,2024-07-21,957
777,2024-05-19,486
1134,2024-06-19,118
89,2024-04-05,229
1607,2024-04-19,659
1768,2024-06-11,380
1895,2024-04-04,672
1196,2024-03-03,715
350,2024-01-14,581
1899,2024-01-31,562
34,2024-07-08,42
251,2024-01-03,696
1035,2024-06-04,579
802,2024-06-26,132
453,2024-06-13,21
851,2024-04-08,284
1340,2024-06-20,578
761,2024-06-04,226
654,2024-01-01,455
328,2024-04-09,453
59,2024-02-25,530
264,2024-05-28,416
1403,2024-01-15,942
286,2024-05-26,777
983,2024-06-04,458
193,2024-02-10,997
117,2024-07-21,698
1863,2024-02-29,393
1411,2024-04-14,325
1614,2024-04-13,334
1133,2024-03-17,713
391,2024-07-20,926
1164,2024-01-08,495
108,2024-02-29,658
1027,2024-06-03,212
598,2024-02-04,555
1991,2024-04-10,331
180,2024-03-29,465
543,2024-02-29,760
138,2024-06-04,950
898,2024-04-21,249
1953,2024-03-16,568
755,2024-04-30,715
1588,2024-04-05,476
1597,2024-05-11,903
1744,2024-01-27,863
1765,2024-06-09,567
608,2024-01-23,507
1434,2024-07-01,315
1593,2024-06-23,120
1252,2024-07-22,751
67,2024-04-21,390
544,2024-03-29,781
23,2024-07-15,654
1927,2024-06-23,217
1688,2024-02-15,650
836,2024-05-01,169
1030,2024-06-12,742
436,2024-07-24,2
1635,2024-02-13,292
1068,2024-04-26,172
1760,2024-04-22,671
1877,2024-06-23,101
1004,2024-02-08,746
766,2024-06-30,927
1333,2024-07-27,350
1608,2024-06-16,677
1967,2024-05-11,264
342,2024-06-23,315
1366,2024-04-30,14
1745,2024-03-04,901
793,2024-03-16,741
531,2024-04-03,719
717,2024-06-08,57
1649,2024-03-10,492
824,2024-03-15,610
806,2024-06-30,638
285,2024-02-06,536
171,2024-02-12,382
943,2024-06-10,750
1051,2024-04-06,110
862,2024-02-12,61
785,2024-07-12,965
254,2024-07-21,119
847,2024-03-20,50
15,2024-01-31,856
699,2024-04-03,854
1326,2024-05-26,165
1571,2024-02-05,868
239,2024-06-28,40
1122,2024-07-16,178
1975,2024-04-26,603
808,2024-05-18,800
1550,2024-07-03,44
366,2024-05-05,649
72,2024-02-11,739
558,2024-03-08,976
1432,2024-04-18,959
1297,2024-07-19,278
1096,2024-03-22,750
1625,2024-06-20,275
147,2024-05-30,111
387,2024-01-22,344
1653,2024-07-08,750
1008,2024-02-03,20
936,2024-07-06,582
372,2024-03-25,639
1248,2024-06-17,418
1553,2024-07-16,896
1154,2024-01-06,35
649,2024-01-02,410
27,2024-02-27,345
1009,2024-02-07,606
1845,2024-06-16,649
1904,2024-01-23,932
573,2024-06-11,258
1652,2024-01-11,739
552,2024-06-23,546
688,2024-04-20,580
449,2024-02-14,64
1395,2024-06-19,631
929,2024-06-12,532
96,2024-03-03,511
1428,2024-07-04,307
696,2024-03-13,115
315,2024-07-16,378
1200,2024-05-16,876
885,2024-07-06,336
8,2024-02-02,414
1011,2024-01-27,654
657,2024-05-31,951
209,2024-05-03,539
517,2024-06-08,773
1165,2024-07-16,502
1286,2024-03-20,175
144,2024-05-29,958
1146,2024-03-30,523
1521,2024-01-14,977
682,2024-05-28,257
475,2024-04-19,175
503,2024-01-22,311
1754,2024-03-13,21
722,2024-01-07,895
1579,2024-07-28,42
1875,2024-05-07,247
1829,2024-06-22,917
1181,2024-03-19,51
539,2024-06-10,746
1864,2024-03-08,620
944,2024-07-03,707
1117,2024-01-29,418
524,2024-06-05,250
1798,2024-04-29,294
1022,2024-03-05,486
1065,2024-07-23,189
1053,2024-07-20,707
1967,2024-05-05,471
1676,2024-03-03,345
761,2024-05-31,722
1613,2024-04-16,491
1156,2024-01-03,485
1980,2024-06-07,731
1954,2024-05-24,335
346,2024-06-02,578
1142,2024-07-25,258
381,2024-07-16,297
1001,2024-06-01,995
581,2024-01-29,50
51,2024-06-18,480
2000,2024-05-10,381
619,2024-04-21,429
630,2024-06-22,956
1548,2024-03-17,720
1016,2024-03-13,531
1197,2024-01-11,120
532,2024-01-20,314
1431,2024-07-26,152
1372,2024-03-20,572
1911,2024-06-04,69
1878,2024-06-24,333
840,2024-01-13,197
693,2024-06-20,521
310,2024-04-21,804
410,2024-06-01,574
89,2024-01-03,371
44,2024-01-23,354
1155,2024-03-03,778
1179,2024-01-06,262
1737,2024-06-21,884
367,2024-07-04,605
750,2024-07-12,25
589,2024-03-08,117
43,2024-04-07,250
1474,2024-03-29,206
634,2024-06-07,428
1498,2024-03-09,359
1475,2024-03-25,740
1484,2024-04-08,980
182,2024-02-21,796
577,2024-01-06,81
1753,2024-01-28,80
1952,2024-04-06,605
1132,2024-06-07,236
907,2024-04-06,127
1508,2024-01-03,211
1372,2024-02-15,872
861,2024-02-23,399
1299,2024-04-07,592
1471,2024-02-20,490
549,2024-06-06,404
878,2024-04-06,38
1913,2024-05-10,582
601,2024-01-13,293
1394,2024-04-18,772
1337,2024-06-10,532
103,2024-07-10,907
1566,2024-03-02,929
914,2024-03-11,985
1738,2024-01-18,891
386,2024-01-17,420
54,2024-04-01,376
781,2024-01-09,490
1183,2024-05-04,87
1515,2024-06-22,984
143,2024-01-18,141
1400,2024-02-07,962
619,2024-01-18,247
767,2024-06-26,113
229,2024-05-13,694
1565,2024-01-31,980
371,2024-07-18,879
1990,2024-05-31,706
746,2024-06-17,598
1684,2024-06-07,167
357,2024-07-16,635
1497,2024-01-03,256
1945,2024-04-10,666
1799,2024-03-03,109
312,2024-07-13,220
172,2024-04-20,183
1670,2024-03-30,543
787,2024-03-19,385
812,2024-01-10,272
768,2024-01-10,777
1876,2024-06-07,462
710,2024-05-18,353
984,2024-03-16,574
1464,2024-02-28,23
130,2024-01-16,261
481,2024-02-24,462
1086,2024-01-02,263
711,2024-02-02,169
1429,2024-04-16,311
1791,2024-07-08,552
1220,2024-06-11,501
15,2024-04-12,958
1482,2024-05-17,614
993,2024-06-02,141
1864,2024-04-15,598
702,2024-05-10,240
1400,2024-04-15,109
1218,2024-03-30,376
217,2024-06-11,169
360,2024-05-16,890
1730,2024-04-18,271
678,2024-05-22,509
417,2024-04-06,276
1330,2024-03-22,53
285,2024-04-07,89
1493,2024-01-18,989
245,2024-03-10,793
454,2024-06-19,165
1269,2024-05-19,68
165,2024-04-11,442
537,2024-05-22,156
44,2024-05-11,935
1362,2024-05-21,337
1185,2024-03-08,635
1315,2024-02-28,163
614,2024-01-09,186
662,2024-07-27,977
696,2024-06-21,958
260,2024-06-06,406
434,2024-07-10,908
1176,2024-02-13,330
1202,2024-04-01,741
1457,2024-03-30,238
489,2024-03-26,278
933,2024-01-27,383
1869,2024-01-06,414
803,2024-04-20,674
162,2024-03-04,481
1509,2024-04-05,406
1484,2024-06-07,294
441,2024-07-28,402
1858,2024-01-26,564
512,2024-07-02,637
922,2024-03-02,193
1002,2024-04-06,442
1337,2024-07-12,584
1616,2024-02-01,46
1222,2024-03-09,184
28,2024-05-14,426
1233,2024-02-29,881
1044,2024-04-08,118
809,2024-03-09,788
1383,2024-02-10,755
808,2024-06-30,81
619,2024-03-30,95
214,2024-05-05,179
1767,2024-07-01,410
34,2024-02-26,289
1097,2024-02-28,952
500,2024-06-20,511
156,2024-06-08,333
732,2024-03-24,988
235,2024-03-04,59
1665,2024-07-04,931
276,2024-04-15,59
1106,2024-03-24,164
1519,2024-02-29,93
411,2024-07-21,595
124,2024-01-04,551
1805,2024-07-19,568
1499,2024-05-05,881
794,2024-02-15,663
89,2024-01-22,949
991,2024-06-15,998
299,2024-01-23,581
1367,2024-04-25,821
182,2024-02-15,139
1570,2024-05-15,345
773,2024-03-20,697
1665,2024-01-04,923
776,2024-04-18,970
1071,2024-02-24,860
1407,2024-03-02,751
1725,2024-02-14,121
469,2024-01-05,633
24,2024-06-10,192
962,2024-03-21,162
53,2024-05-13,164
741,2024-04-08,585
1588,2024-03-26,841
1100,2024-04-07,414
1455,2024-05-29,683
8,2024-05-13,9
256,2024-05-20,794
91,2024-02-07,119
987,2024-06-07,214
2000,2024-03-06,622
439,2024-07-07,695
1362,2024-03-26,121
1005,2024-01-16,794
1745,2024-04-27,706
48,2024-07-06,259
1859,2024-07-24,809
359,2024-04-03,761
1433,2024-03-29,19
589,2024-07-26,671
312,2024-07-22,617
762,2024-05-12,831
1176,2024-03-18,757
1171,2024-03-11,558
191,2024-04-14,663
1953,2024-07-27,340
530,2024-02-21,514
1447,2024-02-22,747
66,2024-01-24,641
1463,2024-06-13,327
41,2024-03-11,537
1418,2024-06-08,214
1284,2024-06-30,2
513,2024-02-25,195
1301,2024-04-23,491
406,2024-01-06,625
961,2024-03-16,770
509,2024-02-11,504
395,2024-03-05,801
1874,2024-02-06,274
896,2024-05-29,631
615,2024-07-05,547
246,2024-04-08,931
1936,2024-03-09,32
1012,2024-05-19,195
1452,2024-02-23,667
1024,2024-02-16,384
953,2024-07-08,424
1626,2024-04-13,371
555,2024-06-04,728
1944,2024-07-01,189
1108,2024-07-03,726
735,2024-05-07,932
165,2024-02-17,880
94,2024-07-03,557
2,2024-07-12,481
144,2024-04-12,684
1595,2024-05-20,457
2000,2024-03-23,530
1394,2024-02-05,984
1383,2024-06-20,119
1262,2024-06-17,278
1215,2024-03-24,620
1936,2024-06-03,404
1440,2024-06-01,456
1414,2024-01-04,75
1061,2024-02-11,950
122,2024-03-13,159
1428,2024-06-30,581
1857,2024-06-24,530
1119,2024-07-16,772
1981,2024-06-16,767
355,2024-05-10,534
1815,2024-04-03,423
151,2024-01-04,476
1195,2024-04-30,44
680,2024-07-04,562
1535,2024-02-16,351
1598,2024-03-10,190
1355,2024-05-26,392
100,2024-03-30,299
1847,2024-04-27,80
671,2024-02-05,361
602,2024-06-21,868
1896,2024-07-28,328
107,2024-05-12,21
1560,2024-05-18,651
236,2024-01-04,202
165,2024-03-28,382
1846,2024-06-03,696
1965,2024-05-18,835
951,2024-06-25,143
1276,2024-02-08,520
830,2024-02-16,182
1217,2024-06-05,2
942,2024-05-14,795
353,2024-05-28,790
558,2024-05-19,955
865,2024-01-20,549
1805,2024-05-06,324
1669,2024-04-19,845
411,2024-01-23,175
294,2024-03-02,276
1921,2024-03-07,391
101,2024-01-03,388
740,2024-05-04,99
621,2024-05-17,363
1758,2024-05-27,302
623,2024-07-06,616
1992,2024-06-14,413
1158,2024-06-23,365
826,2024-06-26,378
1009,2024-05-19,384
965,2024-03-28,547
1277,2024-01-12,762
1995,2024-04-29,700
603,2024-04-26,514
545,2024-05-30,753
190,2024-04-17,322
1823,2024-03-25,677
308,2024-01-27,665
492,2024-05-12,444
1316,2024-04-11,244
622,2024-07-10,691
1615,2024-01-23,243
455,2024-01-08,644
1663,2024-03-06,374
1077,2024-05-22,134
1545,2024-06-17,188
1207,2024-07-16,666
1619,2024-02-02,440
1658,2024-06-11,31
189,2024-02-13,808
1207,2024-06-27,120
997,2024-02-20,77
566,2024-02-10,800
66,2024-06-11,290
749,2024-02-02,222
831,2024-06-06,51
1891,2024-03-26,843
1217,2024-01-04,882
416,2024-03-20,834
491,2024-02-19,605
1890,2024-02-17,461
434,2024-01-13,978
1116,2024-07-01,735
729,2024-05-07,327
780,2024-02-23,342
1992,2024-02-26,649
1303,2024-04-17,55
107,2024-06-02,361
528,2024-07-28,771
435,2024-04-05,848
1117,2024-04-02,533
1463,2024-02-25,875
836,2024-03-19,835
326,2024-03-25,914
100,2024-05-21,555
1693,2024-02-04,419
871,2024-05-16,710
1526,2024-07-11,843
1411,2024-03-12,911
583,2024-01-18,131
191,2024-04-10,880
115,2024-01-21,836
75,2024-01-29,938
1378,2024-01-21,471
1813,2024-02-29,841
1049,2024-02-21,323
81,2024-05-23,689
319,2024-07-02,810
1295,2024-04-09,76
1569,2024-07-01,292
1456,2024-02-06,85
1173,2024-06-14,802
402,2024-01-28,52
1694,2024-01-13,387
656,2024-01-18,718
1329,2024-03-06,519
525,2024-01-22,623
46,2024-02-23,532
1913,2024-07-25,202
1913,2024-07-27,885
1425,2024-05-25,796
731,2024-04-11,259
1332,2024-06-16,856
925,2024-02-17,579
1056,2024-03-14,873
633,2024-03-17,284
344,2024-05-29,413
863,2024-05-19,49
213,2024-05-06,991
693,2024-02-25,858
956,2024-05-03,13
474,2024-03-18,532
425,2024-04-03,322
175,2024-05-06,721
61,2024-03-12,69
1659,2024-06-08,31
1358,2024-03-30,609
405,2024-07-09,199
283,2024-03-01,438
830,2024-04-04,399
1919,2024-04-02,849
1551,2024-04-14,78
1470,2024-07-21,750
1174,2024-02-28,926
1726,2024-04-24,38
1119,2024-06-27,500
441,2024-05-08,602
297,2024-06-05,410
1279,2024-04-04,493
1825,2024-03-01,691
1944,2024-03-04,333
1893,2024-07-25,858
766,2024-03-13,752
571,2024-07-09,582
1983,2024-07-28,204
790,2024-03-10,916
1334,2024-04-22,527
983,2024-06-10,528
623,2024-05-01,805
620,2024-04-22,748
1551,2024-04-04,804
152,2024-05-23,35
292,2024-07-25,929
1762,2024-02-16,158
1293,2024-01-06,849
1332,2024-06-14,19
136,2024-03-15,709
1462,2024-06-02,386
240,2024-06-15,491
1579,2024-04-13,926
285,2024-06-25,901
211,2024-05-23,686
412,2024-02-28,177
1742,2024-06-20,91
558,2024-01-07,449
1749,2024-04-09,510
59,2024-06-14,185
1150,2024-01-06,901
177,2024-04-14,731
1326,2024-05-06,167
1988,2024-06-07,682
1743,2024-06-11,200
1643,2024-01-17,52
1918,2024-01-15,533
347,2024-07-22,908
1310,2024-06-10,302
1683,2024-02-04,51
129,2024-04-23,810
998,2024-02-02,79
1740,2024-07-14,228
899,2024-03-23,414
1489,2024-07-08,318
1182,2024-02-04,887
1642,2024-06-27,339
528,2024-06-17,833
1582,2024-04-20,582
747,2024-03-13,405
1879,2024-01-08,662
589,2024-07-09,618
727,2024-07-28,480
1195,2024-05-27,649
1657,2024-05-31,479
1276,2024-07-07,695
178,2024-04-04,270
1866,2024-05-14,16
142,2024-01-10,262
155,2024-05-04,626
169,2024-05-29,4
762,2024-04-21,81
873,2024-07-02,693
711,2024-03-11,903
16,2024-04-20,81
1064,2024-03-04,961
1592,2024-01-27,887
1403,2024-05-29,119
1149,2024-02-10,730
1447,2024-02-02,754
858,2024-07-27,251
921,2024-07-09,285
1402,2024-02-29,724
1987,2024-01-22,414
310,2024-05-06,931
906,2024-05-31,495
823,2024-07-12,976
684,2024-07-15,287
986,2024-07-14,754
1177,2024-06-13,304
1773,2024-04-09,813
1453,2024-07-08,459
778,2024-05-26,223
1747,2024-03-25,33
1475,2024-05-01,178
1181,2024-01-25,48
1434,2024-06-05,989
250,2024-03-19,424
949,2024-07-16,320
1403,2024-01-07,540
1236,2024-01-15,184
520,2024-05-22,354
397,2024-01-14,526
1517,2024-05-26,705
155,2024-06-04,452
1168,2024-06-19,62
1136,2024-05-07,345
1114,2024-06-24,466
584,2024-01-30,258
1409,2024-07-05,793
769,2024-02-17,879
1075,2024-05-25,204
1703,2024-05-28,127
651,2024-05-31,828
1405,2024-05-07,913
1197,2024-01-21,157
1056,2024-06-21,616
1109,2024-02-20,191
1153,2024-03-04,911
775,2024-02-05,177
1760,2024-01-14,760
970,2024-02-27,639
1330,2024-02-28,572
819,2024-05-13,4
297,2024-04-12,705
260,2024-07-11,70
458,2024-01-11,841
1940,2024-03-29,911
1780,2024-02-23,489
1826,2024-04-22,362
1597,2024-04-28,716
834,2024-01-28,755
956,2024-03-19,344
893,2024-04-21,405
